id,title,fire_name,fire_id,ignition_date,administrative_unit,tid,term_name,field_acres,field_state,preliminary_image_url,preliminary_file_url,soil_burn_image_url,soil_burn_file_url,standardized_sbs,unburned_px,low_px,moderate_px,high_px,nodata_px,centroid_lng,centroid_lat,l3_ecoregion
399,Rowena,Rowena,or4567412127820140806,08/06/2014,Non-Forest Service Land,1619,Non-Forest Service Land,3680,Oregon,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4567412127820140806_20140816_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4567412127820140806.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4567412127820140806_SBS.zip,or4567412127820140806/or4567412127820140806_20140715_20140816_SBS.standardized.usgs_lcc.tif,135318,32597,2271,650,535,-121.271387517092,45.6532232728621,6.2.8
417,South Cle Elum Ridge,South Cle Elum Ridge,wa4713412105920140808,08/08/2014,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,905,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4713412105920140808_20140823_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4713412105920140808.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/WA4713412105920140808_SBS.zip,wa4713412105920140808/WA4713412105920140808_SBS.shp.standardized.usgs_lcc.tif,0,2438,1422,476,3197,-121.068318391423,47.1322905927715,6.2.8
393,Sunflower,Sunflower,or4496711955420140714,07/14/2014,Umatilla National Forest,1569,Umatilla National Forest,7165,or,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4496711955420140714_20140801_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4496711955420140714.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4496711955420140714_SBS.zip,or4496711955420140714/Sunflower_Soil_Burn_Severity_07312014.shp.standardized.usgs_lcc.tif,0,26797,5637,494,23928,-119.518628419735,44.9510237532638,6.2.9
360,Baldy,Baldy,id4592611571420150810,08/10/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,5253,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4592611571420150810_20151010_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4592611571420150810.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4592611571420150810_SBS.zip,id4592611571420150810/Baldy_burnseverity.shp.standardized.usgs_lcc.tif,179,10463,8298,5488,31222,-115.706132563712,45.9490618143274,6.2.15
346,Boulder,Boulder,id4666211472820150811,08/11/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,5128,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4666211472820150811_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4666211472820150811.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4666211472820150811_SBS.zip,id4666211472820150811/Boulder_SBSfinal.shp.standardized.usgs_lcc.tif,2179,1908,7791,12811,28861,-114.692736729551,46.661654703692,6.2.15
348,Jay Pt,Jay Pt,id4649911475720150817,08/17/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,4734,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4649911475720150817_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4649911475720150817.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4649911475720150817_SBS.zip,id4649911475720150817/JayPt_SBS_Final.shp.standardized.usgs_lcc.tif,2201,6325,5185,7056,23940,-114.730473705546,46.476102444335,6.2.15
343,Klondike,Klondike,mt4704011276020150913,09/13/2015,Helena National Forest,1139,Helena National Forest,510,Montana,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4704011276020150913_20150925_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4704011276020150913.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4704011276020150913_SBS.zip,mt4704011276020150913/R1KlondikeSoilBurnSeverity10142015.shp.standardized.usgs_lcc.tif,1909,124,607,3,1660,-112.756317538022,47.0406997467307,6.2.10
361,Noble,Noble,id4558111533920150813,08/13/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,6356,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4558111533920150813_20151010_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4558111533920150813.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4558111533920150813_SBS.zip,id4558111533920150813/redriver_burnsev.shp.standardized.usgs_lcc.tif,67154,73659,37744,16004,582425,-115.202602416794,45.6641377311384,6.2.15
341,Scurvy Mtn,Scurvy Mtn,id4667811512920150821,08/21/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,432,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4667811512920150821_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4667811512920150821.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4667811512920150821_SBS.zip,id4667811512920150821/Scurvy.shp.standardized.usgs_lcc.tif,819,587,1131,13,2148,-115.124308069679,46.675424631092,6.2.3
352,Wash,Wash,id4606811540520150815,08/15/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,51815,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4606811540520150815_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4606811540520150815.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4606811540520150815_SBS.zip,id4606811540520150815/washslide.shp.standardized.usgs_lcc.tif,30177,110472,28234,51755,659085,-115.343841089013,46.00741499213,6.2.15
339,Wilderness Complex,Wilderness Complex,id4620111490620150821,08/21/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,20502,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821_SBS.zip,id4620111490620150821/SBWilderness929.shp.standardized.usgs_lcc.tif,32968,31299,28850,10875,1257448,-114.895291890431,46.1823335549427,6.2.15
339,Wilderness Complex,Wilderness Complex,id4620111490620150821,08/21/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,20502,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4620111490620150821_SBS.zip,id4620111490620150821/SBWilderness.shp.standardized.usgs_lcc.tif,57506,36059,32958,11858,1736748,-114.939805901401,46.2026769092853,6.2.15
351,Woodrat,Woodrat,id4618211575420150811,08/11/2015,Nez Perce-Clearwater,997,Nez Perce-Clearwater,6550,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4618211575420150811_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4618211575420150811.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4618211575420150811_SBS.zip,id4618211575420150811/woodrat.shp.standardized.usgs_lcc.tif,9306,11269,4361,5776,42512,-115.753360534336,46.1893260709513,6.2.3
359,Campbells,Campbells,id4548411532320150813,08/13/2015,Payette National Forest,1405,Payette National Forest,8450,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4548411532320150813_20151010_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4548411532320150813.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4548411532320150813_SBS.zip,id4548411532320150813/Campbell_BarcReclass_20151016.shp.standardized.usgs_lcc.tif,30087,7497,2,1378,79298,-115.295734281372,45.4485864378004,6.2.15
345,Dillinger,Dillinger,id4549311517620150809,08/09/2015,Payette National Forest,1405,Payette National Forest,7498,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4549311517620150809_20150924_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4549311517620150809.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4549311517620150809_SBS.zip,id4549311517620150809/Dillinger_BarcReclass_20151015.shp.standardized.usgs_lcc.tif,6450,24922,2,1144,37565,-115.131127368812,45.5010525994952,6.2.15
344,Partridge,Partridge,id4427711128920150907,09/07/2015,Caribou-Targhee National Forest,936,Caribou-Targhee National Forest,596,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4427711128920150907_20150926_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4427711128920150907.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4427711128920150907_SBS.zip,id4427711128920150907/PartridgeSBS1.shp.standardized.usgs_lcc.tif,30,654,1708,455,5073,-111.283061616223,44.2875110514133,6.2.10
317,Rapid,Rapid,id4482211591820150814,08/14/2015,Payette National Forest,1405,Payette National Forest,9572,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4482211591820150814_20150908_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4482211591820150814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4482211591820150814_SBS.zip,id4482211591820150814/Rapid_Barc_Final_20151012.shp.standardized.usgs_lcc.tif,22499,24740,2,274,70295,-115.870581702293,44.8380255469844,6.2.15
337,Tepee Springs,Tepee Springs,id4520811624820150812,08/12/2015,Payette National Forest,1405,Payette National Forest,95807,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4520811624820150812_20150923_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4520811624820150812.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4520811624820150812_SBS.zip,id4520811624820150812/barc_fill_poly_tepee_20150918.shp.standardized.usgs_lcc.tif,62088,35579,220842,117089,963128,-116.088288849801,45.3741621569093,6.2.15
285,Washington,Washington,ca3859811975220150620,06/20/2015,Humboldt-Toiyabe National Forest,1154,Humboldt-Toiyabe National Forest,18103,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3859811975220150620_20150626_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3859811975220150620.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3859811975220150620_SBS.zip,ca3859811975220150620/Washington_BARC_Severity.shp.standardized.usgs_lcc.tif,9614,40666,28029,2036,94495,-119.689786897214,38.6579242200206,6.2.12
329,Elk,Elk,ca3921312292920150902,09/02/2015,Non-Forest Service Land,1618,Non-Forest Service Land,1361,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3921312292920150902_20150912_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3921312292920150902.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3921312292920150902_SBS.zip,ca3921312292920150902/ElkBAER_SoilBurnSeverity_4Class_20150916.shp.standardized.usgs_lcc.tif,18,672,693,1934,4235,-122.919173296639,39.2136545737817,11.1.1
309,Fork Complex,Fork Complex,ca4054012313820150731,07/31/2015,Shasta-Trinity National Forest,1486,Shasta-Trinity National Forest,36381,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4054012313820150731_20150827_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4054012313820150731.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4054012313820150731_SBS.zip,ca4054012313820150731/0904_2015_sbs_forkcomplex_final.shp.standardized.usgs_lcc.tif,0,57929,105610,1441,590650,-123.09551929827,40.5491460748453,6.2.11
291,Frog,Frog,ca4139912139220150731,07/31/2015,Modoc National Forest,1280,Modoc National Forest,4630,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4139912139220150731_20150804_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4139912139220150731.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4139912139220150731_SBS.zip,ca4139912139220150731/BAER_FINAL_SoilBurnSeverity_Frog_CA-MDF_00570.shp.standardized.usgs_lcc.tif,0,15397,6494,17,25951,-121.40123570585,41.3885549252735,6.2.8
326,Gasquet Complex,Gasquet Complex,ca4184612396920150801,08/01/2015,Six Rivers National Forest,1514,Six Rivers National Forest,30347,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4184612396920150801_20150919_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4184612396920150801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4184612396920150801_SBS.zip,ca4184612396920150801/Final_SoilBurnSeverity_GasquetComplex_CA_SRF_001488.shp.standardized.usgs_lcc.tif,0,87869,38324,12310,968771,-123.771050278529,41.7320353500723,6.2.11
284,Lake,Lake,ca3415811689620150617,06/17/2015,San Bernardino National Forest,1456,San Bernardino National Forest,31202,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3415811689620150617_20150703_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3415811689620150617.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3415811689620150617_SBS.zip,ca3415811689620150617/sbs_final_20150703_ForAnalysis.shp.standardized.usgs_lcc.tif,12911,70663,48458,6128,212930,-116.809551051515,34.0755623278271,11.1.3
293,Lowell,Lowell,ca3919212088220150725,07/25/2015,Non-Forest Service Land,1618,Non-Forest Service Land,2311,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3919212088220150725_20150805_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3919212088220150725.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3919212088220150725_SBS.zip,ca3919212088220150725/LowellFire_SBS.shp.standardized.usgs_lcc.tif,719,2171,4559,3237,19218,-120.873277723003,39.2108605716452,6.2.12
310,Mad River Complex,Mad River Complex,ca4033512338320150730,07/30/2015,Six Rivers National Forest,1514,Six Rivers National Forest,40588,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4033512338320150730_20150902_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4033512338320150730.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4033512338320150730_SBS.zip,ca4033512338320150730/Mad_River_Complex_all_fires_Final_SBS.shp.standardized.usgs_lcc.tif,3702,108690,34696,29816,272721,-123.484649838532,40.2764922898163,6.2.11
356,Nickowitz,Nickowitz,ca4146912375220150801,08/01/2015,Six Rivers National Forest,1514,Six Rivers National Forest,7943,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801_20150927_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801_SBS.zip,ca4146912375220150801/nickowitz_sbs.standardized.usgs_lcc.tif,18607,11614,1293,168,45952,-123.784044305775,41.4410776616109,6.2.11
356,Nickowitz,Nickowitz,ca4146912375220150801,08/01/2015,Six Rivers National Forest,1514,Six Rivers National Forest,7943,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801_20150927_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4146912375220150801_SBS.zip,ca4146912375220150801/Nickowitz_final_SoilBurnSeverity.shp.standardized.usgs_lcc.tif,0,33795,1296,218,34288,-123.763500000597,41.4300692021857,6.2.11
324,River Complex,River Complex,ca4091312343720150731,07/31/2015,Shasta-Trinity National Forest,1486,Shasta-Trinity National Forest,77831,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4091312343720150731_20150920_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4091312343720150731.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4091312343720150731_SBS.zip,ca4091312343720150731/RiverComplex_Final_SBS_4Class_20150922.shp.standardized.usgs_lcc.tif,0,254499,75140,18648,293368,-123.338348947439,40.9408802658671,6.2.11
357,Rough,Rough,ca3687411890520150801,08/01/2015,Sierra National Forest,1506,Sierra National Forest,144648,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3687411890520150801_20150923_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3687411890520150801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3687411890520150801_SBS.zip,ca3687411890520150801/Rough_Fire_Soil_Burn_Severity_29Sept2015.shp.standardized.usgs_lcc.tif,0,391711,231525,49725,772523,-118.950614152542,36.7670054754266,11.1.1
328,Route Complex,Route Complex,ca4064212358620150731,07/31/2015,Six Rivers National Forest,1514,Six Rivers National Forest,65436,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4064212358620150731_20150826_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4064212358620150731.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4064212358620150731_SBS.zip,ca4064212358620150731/Final_SBS_RouteComplex_CA_SRF_001433.shp.standardized.usgs_lcc.tif,0,128321,22698,9738,325269,-123.473547226451,40.6474532278859,6.2.11
327,South Complex,South Complex,ca4062012344820150801,08/01/2015,Shasta-Trinity National Forest,1486,Shasta-Trinity National Forest,65430,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4062012344820150801_20150911_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4062012344820150801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4062012344820150801_SBS.zip,ca4062012344820150801/SouthComplex_SoilBurnSeverity_FINAL_091115.shp.standardized.usgs_lcc.tif,0,108383,21814,2569,226554,-123.396187880515,40.7250277856713,6.2.11
303,Walker,Walker,ca3787811915920150815,08/15/2015,Inyo National Forest,1180,Inyo National Forest,3772,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3787811915920150815_20150822_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3787811915920150815.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3787811915920150815_SBS.zip,ca3787811915920150815/WalkerFireBurnSeverity082515InyoNF.shp.standardized.usgs_lcc.tif,0,8043,7857,968,24001,-119.160417963108,37.8902887252334,10.1.5
325,Black Canyon,Black Canyon,wa4805112011320150814,08/14/2015,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,97774,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4805112011320150814_20150920_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4805112011320150814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4805112011320150814_SBS.zip,wa4805112011320150814/BlackCanyon_SBS.shp.standardized.usgs_lcc.tif,0,317856,72878,22116,1003544,-119.931556884047,48.046194144208,10.1.2
319,First Creek,First Creek,wa4788112022120150814,08/14/2015,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,7488,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4788112022120150814_20150910_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4788112022120150814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4788112022120150814_SBS.zip,wa4788112022120150814/FirstCreek_SBS.shp.standardized.usgs_lcc.tif,2811,20761,8436,2958,47098,-120.196939426254,47.9719070927132,6.2.5
354,Limebelt/Twisp,Limebelt/Twisp,wa4857111968120150814,08/14/2015,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,136890,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814_20150923_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814_SBS.zip,wa4857111968120150814/TwispRiver_SBS.shp.standardized.usgs_lcc.tif,0,37607,13122,1483,73305,-120.241688354411,48.3748320905476,6.2.5
354,Limebelt/Twisp,Limebelt/Twisp,wa4857111968120150814,08/14/2015,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,136890,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814_20150923_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4857111968120150814_SBS.zip,wa4857111968120150814/Limebelt_SBS.shp.standardized.usgs_lcc.tif,0,447904,132916,39092,807956,-119.652848771208,48.5643225826348,6.2.5
338,Wolverine,Wolverine,wa4822612066620150629,06/29/2015,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,65523,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4822612066620150629_20150927_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4822612066620150629.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4822612066620150629_SBS.zip,wa4822612066620150629/Wolverine_SBS.shp.standardized.usgs_lcc.tif,0,112760,163714,30858,465568,-120.569425312312,48.2138279589432,6.2.5
209,Observation,Observation,mt4611611427120160624,06/24/2016,Bitterroot National Forest,908,Bitterroot National Forest,1410,Montana,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4611611427120160624_20160717_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4611611427120160624.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/mt4611611427120160624_SBS.zip,mt4611611427120160624/barc4_poly.shp.standardized.usgs_lcc.tif,0,5801,907,296,10654,-114.275003536658,46.1317522790697,6.2.15
232,Beaver Creek,Beaver Creek,co4095810663420160619,06/19/2016,Medicine Bow-Routt National Forests & Thunder Basin NG,1265,Medicine Bow-Routt National Forests & Thunder Basin NG,44111,Colorado,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/co4095810663420160619_20160909_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/co4095810663420160619.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/co4095810663420160619_SBS.zip,co4095810663420160619/BeaverBroadwaySnakeSoilBurnSeverity.shp.standardized.usgs_lcc.tif,22194,67146,79624,34448,1573998,-106.904555042472,40.7994692751924,6.2.14
251,Broadway,Broadway,wy4104210676220160815,08/15/2016,Medicine Bow-Routt National Forests & Thunder Basin NG,1265,Medicine Bow-Routt National Forests & Thunder Basin NG,2166,Wyoming,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4104210676220160815_20160908_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4104210676220160815.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4104210676220160815_SBS.zip,wy4104210676220160815/BeaverBroadwaySnakeSoilBurnSeverity.shp.standardized.usgs_lcc.tif,22194,67146,79624,34448,1573998,-106.904555042472,40.7994692751924,6.2.14
